Produto,Categoria do Produto,PreÃ§o,Frete,Data da Compra,Vendedor,Local da compra,AvaliaÃ§Ã£o da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
Jogo de panelas,utilidades domesticas,148.94,5.515045995,26/06/2022,Beatriz Moraes,PA,1,cartao_credito,1,-3.79,-52.48
Copo tÃ©rmico,esporte e lazer,39.36,2.984216764,01/12/2022,Juliana Costa,SP,5,cupom,1,-22.19,-48.79
FogÃ£o,eletrodomesticos,774.9,41.5442197,22/05/2022,JoÃ£o Souza,DF,5,cartao_credito,1,-15.83,-47.86
Mesa de jantar,moveis,359.91,19.45290156,07/06/2022,Lucas Oliveira,DF,5,boleto,1,-15.83,-47.86
FogÃ£o,eletrodomesticos,761.48,40.82964507,25/05/2021,Beatriz Moraes,MA,3,cartao_credito,6,-5.42,-45.44
Guarda roupas,moveis,641.57,34.69277692,12/08/2021,Bruno Rodrigues,PR,5,cartao_credito,2,-24.89,-51.55
Jogo de panelas,utilidades domesticas,205.71,11.48454317,01/12/2021,Bruno Rodrigues,MG,5,cartao_credito,7,-18.1,-44.38
Cama king,moveis,1167.79,63.06971949,29/11/2021,Bruno Rodrigues,SP,5,cartao_credito,10,-22.19,-48.79
Headset,eletronicos,172.74,9.486662141,25/05/2021,Isabella Pereira,MG,2,cartao_credito,1,-18.1,-44.38
Corda de pular,esporte e lazer,26.99,1.720262212,21/02/2020,Juliana Costa,MG,1,cartao_credito,8,-18.1,-44.38
Carrinho controle remoto,brinquedos,108.5,3.361737655,18/09/2021,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
Smartwatch,eletronicos,283.67,12.68901317,15/12/2022,JoÃ£o Souza,MG,5,cartao_credito,2,-18.1,-44.38
Boneca bebÃª,brinquedos,66.43,3.820323561,27/01/2023,Thiago Silva,MG,4,boleto,1,-18.1,-44.38
Guarda roupas,moveis,628.5,34.15274637,31/12/2020,JoÃ£o Souza,SP,1,cartao_credito,2,-22.19,-48.79
Xadrez de madeira,brinquedos,39.61,2.397890149,03/09/2020,Pedro Gomes,SP,5,cartao_credito,7,-22.19,-48.79
FogÃ£o,eletrodomesticos,920.08,46.57593109,10/07/2020,Beatriz Moraes,SP,4,boleto,1,-22.19,-48.79
Geladeira,eletrodomesticos,2550.58,136.0938377,24/03/2023,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
Cubo mÃ¡gico 8x8,brinquedos,18.72,0,18/02/2021,Thiago Silva,MG,5,cartao_credito,3,-18.1,-44.38
Cama king,moveis,725.3,38.90316891,30/08/2020,Pedro Gomes,GO,1,cartao_credito,3,-15.98,-49.86
Bola de basquete,esporte e lazer,36.62,0,28/09/2020,Felipe Santos,SP,4,cartao_credito,3,-22.19,-48.79
Guarda roupas,moveis,640.78,31.70404634,12/03/2023,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
Assistente virtual,eletronicos,289,15.67150648,03/06/2020,Rafael Costa,SP,2,cartao_credito,2,-22.19,-48.79
Headset,eletronicos,236.3,10.16670318,29/11/2020,JoÃ£o Souza,SP,5,cartao_credito,3,-22.19,-48.79
Fone de ouvido,eletronicos,81.84,4.883998782,11/06/2022,Rafael Costa,PB,4,cartao_credito,24,-7.28,-36.72
FogÃ£o,eletrodomesticos,1371.47,70.61109063,05/04/2021,Rafael Costa,SP,1,cartao_credito,3,-22.19,-48.79
Celular Plus X42,eletronicos,2036.16,108.7025203,20/06/2021,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
Headset,eletronicos,348.94,18.86313116,13/12/2022,Lucas Oliveira,DF,5,cartao_credito,5,-15.83,-47.86
Jogo de panelas,utilidades domesticas,276.75,17.89992125,15/10/2022,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
Assistente virtual,eletronicos,207.03,11.30685058,23/06/2021,Pedro Gomes,RS,1,boleto,1,-30.17,-53.5
Poltrona,moveis,281.7,12.5841166,16/10/2021,Beatriz Moraes,BA,5,cartao_credito,6,-13.29,-41.71
Headset,eletronicos,263.28,11.60330701,03/09/2022,Pedro Gomes,GO,5,cartao_credito,3,-15.98,-49.86
Xadrez de madeira,brinquedos,49.98,0,27/01/2020,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Lava louÃ§as,eletrodomesticos,1411.01,75.42081442,26/05/2021,Felipe Santos,BA,5,cupom,1,-13.29,-41.71
Modelagem preditiva,livros,70.63,4.043960925,10/03/2020,Thiago Silva,RS,1,cartao_credito,10,-30.17,-53.5
Micro-ondas,eletrodomesticos,664.52,32.96812992,09/09/2020,Camila Ribeiro,AL,1,cartao_credito,5,-9.62,-36.82
Cama king,moveis,1174.06,63.04626748,23/03/2021,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
FogÃ£o,eletrodomesticos,1298.8,66.74163175,03/10/2022,Mariana Ferreira,ES,5,cartao_credito,2,-19.19,-40.34
Bateria,instrumentos musicais,1049.21,56.75569123,24/01/2021,Lucas Oliveira,SP,5,cartao_credito,4,-22.19,-48.79
Mesa de centro,moveis,233.29,10.00642974,31/05/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
Mochila,esporte e lazer,145.63,14.13397375,05/03/2022,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
Tablet ABXY,eletronicos,1026.24,52.22863172,04/01/2022,Bianca Santos,ES,5,boleto,1,-19.19,-40.34
Mesa de centro,moveis,160.67,10.20798849,13/09/2022,Mariana Ferreira,SC,5,cartao_credito,10,-27.45,-50.95
Micro-ondas,eletrodomesticos,910.41,49.87570897,10/03/2022,Juliana Costa,SP,5,cartao_credito,6,-22.19,-48.79
Kit banquetas,moveis,438.38,23.63119299,27/03/2021,Thiago Silva,MG,1,cartao_credito,8,-18.1,-44.38
Dinossauro Rex,brinquedos,20.42,0,09/12/2020,Bruno Rodrigues,SP,5,cartao_credito,7,-22.19,-48.79
Bola de basquete,esporte e lazer,38.22,2.318225928,27/09/2020,JoÃ£o Souza,MG,5,boleto,1,-18.1,-44.38
Cama king,moveis,1165.43,62.58674594,12/05/2020,Lucas Oliveira,PR,4,cartao_credito,1,-24.89,-51.55
SofÃ¡ retrÃ¡til,moveis,804.17,43.50664538,20/01/2023,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Dinossauro Rex,brinquedos,21.43,1.672187555,31/01/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
Kit banquetas,moveis,375.7,30.51099722,10/08/2020,Juliana Costa,SP,3,cartao_credito,2,-22.19,-48.79
Modelagem preditiva,livros,82.51,16.03943748,18/11/2022,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
CÃ´moda,moveis,300.76,19.17838152,11/08/2021,Isabella Pereira,SP,1,cartao_credito,6,-22.19,-48.79
Dashboards com Power BI,livros,35.28,8.424179046,22/10/2022,Lucas Oliveira,MG,4,boleto,1,-18.1,-44.38
Iniciando em programaÃ§Ã£o,livros,83.69,12.53388862,20/05/2020,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
Bola de basquete,esporte e lazer,55.28,9.323108061,03/01/2023,Isabella Pereira,MG,3,cartao_credito,5,-18.1,-44.38
Carrinho controle remoto,brinquedos,113.95,6.598599218,12/07/2020,Mariana Ferreira,PE,5,cartao_credito,1,-8.38,-37.86
ViolÃ£o,instrumentos musicais,337.65,18.26197262,06/03/2022,JoÃ£o Souza,GO,5,cartao_credito,2,-15.98,-49.86
SofÃ¡ retrÃ¡til,moveis,903.14,48.62059252,11/07/2020,Thiago Silva,MG,4,boleto,1,-18.1,-44.38
Bola de vÃ´lei,esporte e lazer,53.87,0,16/02/2021,JoÃ£o Souza,SP,1,cartao_credito,3,-22.19,-48.79
Modelagem preditiva,livros,85.76,2.150901066,03/12/2021,Rafael Costa,RJ,5,cupom,1,-22.25,-42.66
Cadeira de escritÃ³rio,moveis,691.18,37.32952064,16/07/2021,Beatriz Moraes,ES,4,boleto,1,-19.19,-40.34
Lava louÃ§as,eletrodomesticos,1371.81,70.62919461,17/05/2021,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
Smart TV,eletronicos,1737.18,90.08404793,25/01/2023,Mariana Ferreira,CE,3,cupom,1,-5.2,-39.53
ViolÃ£o,instrumentos musicais,292.41,15.85872962,15/07/2021,Bianca Santos,RS,1,cartao_credito,10,-30.17,-53.5
Carrinho controle remoto,brinquedos,94.87,14.90883522,25/06/2021,Rafael Costa,RJ,1,cartao_credito,3,-22.25,-42.66
Mochila,esporte e lazer,129.57,4.483651768,10/02/2020,Bianca Santos,SC,5,cartao_debito,1,-27.45,-50.95
Boneca bebÃª,brinquedos,58.16,0,15/03/2020,Bruno Rodrigues,MG,5,cartao_credito,7,-18.1,-44.38
Dinossauro Rex,brinquedos,24.74,12.96335878,16/06/2020,JoÃ£o Souza,GO,5,cartao_credito,5,-15.98,-49.86
Smartwatch,eletronicos,260.71,11.46646225,20/06/2020,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Pandeiro,instrumentos musicais,101.92,3.01137245,25/02/2020,JoÃ£o Souza,SP,4,cartao_credito,1,-22.19,-48.79
CiÃªncia de dados com python,livros,57.79,0,04/08/2020,Juliana Costa,BA,4,boleto,1,-13.29,-41.71
CiÃªncia de dados com python,livros,72.18,1.42780692,15/08/2022,Isabella Pereira,PE,5,cartao_debito,1,-8.38,-37.86
Celular Plus X42,eletronicos,2154.75,115.6223703,17/11/2022,Rafael Costa,RJ,5,cartao_credito,3,-22.25,-42.66
Jogo de panelas,utilidades domesticas,235.44,13.06757623,05/02/2021,Mariana Ferreira,SP,5,cartao_credito,10,-22.19,-48.79
Fone de ouvido,eletronicos,151.23,5.636981606,17/05/2021,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
Lavadora de roupas,eletrodomesticos,1725.75,89.47543481,11/10/2022,JoÃ£o Souza,SP,5,cupom,1,-22.19,-48.79
Assistente virtual,eletronicos,387,21.13769027,15/03/2021,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
Mesa de centro,moveis,171.77,9.429361655,03/09/2021,Felipe Santos,RJ,1,boleto,1,-22.25,-42.66
Celular Plus X42,eletronicos,2487.57,130.040058,13/06/2021,Rafael Costa,MS,5,cartao_credito,6,-20.51,-54.54
Tablet ABXY,eletronicos,1337.35,71.49299012,08/10/2020,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Headset,eletronicos,191.31,7.771121029,27/04/2022,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
Corda de pular,esporte e lazer,31.19,1.94955048,09/07/2020,Larissa Alves,PR,5,cartao_credito,1,-24.89,-51.55
Impressora,eletronicos,499.72,27.54843447,06/08/2021,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,155.08,5.841982523,31/10/2021,Juliana Costa,SP,4,cartao_credito,3,-22.19,-48.79
Pandeiro,instrumentos musicais,74.13,4.235976299,21/04/2022,Felipe Santos,ES,1,boleto,1,-19.19,-40.34
Impressora,eletronicos,385.24,18.09731011,19/05/2022,Camila Ribeiro,CE,4,cartao_credito,3,-5.2,-39.53
Boneca bebÃª,brinquedos,51.46,0,01/08/2022,Pedro Gomes,CE,5,cartao_credito,1,-5.2,-39.53
CiÃªncia de dados com python,livros,78.83,10.43939573,16/03/2022,Juliana Costa,SP,5,cartao_credito,5,-22.19,-48.79
Carrinho controle remoto,brinquedos,92.38,5.858804916,19/10/2022,JoÃ£o Souza,SP,1,cartao_credito,1,-22.19,-48.79
Smart TV,eletronicos,2313.07,120.7484579,05/12/2022,Bruno Rodrigues,GO,4,cartao_credito,1,-15.98,-49.86
Cama king,moveis,519.77,33.91812421,07/02/2023,Larissa Alves,SC,3,cartao_credito,1,-27.45,-50.95
Impressora,eletronicos,334.86,18.36139213,06/01/2020,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
Geladeira,eletrodomesticos,2977.22,158.8111342,03/11/2021,Mariana Ferreira,RJ,5,cartao_credito,20,-22.25,-42.66
Assistente virtual,eletronicos,317.68,17.80391947,10/07/2022,Mariana Ferreira,PA,5,cartao_credito,2,-3.79,-52.48
Panela de pressÃ£o,utilidades domesticas,117.32,3.831376121,18/01/2023,Lucas Oliveira,RJ,4,cartao_credito,6,-22.25,-42.66
Poltrona,moveis,260.39,11.44942321,06/11/2020,JoÃ£o Souza,RS,4,cartao_credito,5,-30.17,-53.5
Lavadora de roupas,eletrodomesticos,1953.7,104.5549125,26/06/2021,Bianca Santos,SP,1,cartao_credito,5,-22.19,-48.79
Bateria,instrumentos musicais,808.78,43.75211401,28/04/2021,Felipe Santos,SE,1,cartao_credito,8,-10.57,-37.45
Smart TV,eletronicos,1903.25,98.92677582,18/02/2021,Juliana Costa,SP,1,cartao_credito,2,-22.19,-48.79
Celular Plus X42,eletronicos,2583.43,138.09098,23/04/2020,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
SofÃ¡ retrÃ¡til,moveis,985.32,52.74845167,18/02/2022,Camila Ribeiro,CE,4,cartao_credito,10,-5.2,-39.53
Mochila,esporte e lazer,129.88,4.500158335,20/04/2022,Camila Ribeiro,PR,4,cartao_credito,4,-24.89,-51.55
Mesa de centro,moveis,256.87,11.2619938,28/02/2023,Rafael Costa,RS,4,boleto,1,-30.17,-53.5
Lavadora de roupas,eletrodomesticos,1750.79,99.60391478,12/05/2021,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
Cadeira de escritÃ³rio,moveis,609.54,30.04061032,25/11/2022,Pedro Gomes,SC,5,boleto,1,-27.45,-50.95
Kit banquetas,moveis,340.47,15.7134423,29/08/2020,JoÃ£o Souza,SP,5,boleto,1,-22.19,-48.79
Cama box,moveis,994.37,53.47831556,04/08/2021,Larissa Alves,MG,4,cartao_credito,5,-18.1,-44.38
Cubo mÃ¡gico 8x8,brinquedos,18.68,1.283430615,21/06/2020,Camila Ribeiro,RJ,4,cartao_credito,2,-22.25,-42.66
Pandeiro,instrumentos musicais,68.78,4.193432607,18/09/2022,Lucas Oliveira,SP,4,cartao_credito,10,-22.19,-48.79
Mochila,esporte e lazer,121.07,6.729739181,21/07/2022,Beatriz Moraes,PR,4,cartao_credito,1,-24.89,-51.55
SofÃ¡ retrÃ¡til,moveis,803.61,43.67823009,09/12/2020,Juliana Costa,RJ,5,cartao_credito,1,-22.25,-42.66
Bateria,instrumentos musicais,1094.74,55.87605065,20/05/2020,Thiago Silva,RJ,3,cartao_credito,3,-22.25,-42.66
Lava louÃ§as,eletrodomesticos,1552.44,87.14279835,14/02/2021,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
Fone de ouvido,eletronicos,87.67,6.0672791,21/03/2023,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
Carrinho controle remoto,brinquedos,87.2,2.227576734,20/07/2021,Lucas Oliveira,SC,5,boleto,1,-27.45,-50.95
Kit banquetas,moveis,458.75,22.01149646,12/01/2020,Pedro Gomes,RJ,5,boleto,1,-22.25,-42.66
Pandeiro,instrumentos musicais,79.77,13.82845605,25/11/2022,Larissa Alves,RJ,4,cartao_credito,3,-22.25,-42.66
Mochila,esporte e lazer,149.86,5.564033227,08/07/2021,Bruno Rodrigues,SP,3,cartao_credito,1,-22.19,-48.79
TV Led UHD 4K,eletronicos,2446.13,127.8335026,17/10/2022,Felipe Santos,DF,5,cartao_credito,3,-15.83,-47.86
Bateria,instrumentos musicais,891.42,45.04987232,17/03/2020,Isabella Pereira,SP,5,cartao_credito,10,-22.19,-48.79
Lava louÃ§as,eletrodomesticos,1387.43,71.46091262,03/03/2023,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,169.18,9.291451947,11/02/2023,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
ViolÃ£o,instrumentos musicais,585.2,32.55925483,02/12/2021,Thiago Silva,MG,4,cartao_credito,3,-18.1,-44.38
Dinossauro Rex,brinquedos,20.91,1.402171407,28/04/2021,Camila Ribeiro,BA,3,boleto,1,-13.29,-41.71
Mesa de centro,moveis,182.2,14.18164058,06/07/2022,Felipe Santos,SP,1,cartao_credito,10,-22.19,-48.79
Guitarra,instrumentos musicais,1268.14,68.05090491,10/09/2022,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
Cama box,moveis,723.93,38.83022054,09/11/2022,Pedro Gomes,ES,4,cartao_credito,2,-19.19,-40.34
Jogo de tabuleiro,brinquedos,334.78,18.10915376,22/10/2021,Bianca Santos,ES,5,cartao_credito,5,-19.19,-40.34
Modelagem preditiva,livros,86.63,5.139051872,18/08/2020,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
Tablet ABXY,eletronicos,1353.84,69.67234617,16/04/2022,Isabella Pereira,SP,4,boleto,1,-22.19,-48.79
Celular ABXY,eletronicos,1028.95,55.07726882,21/10/2021,JoÃ£o Souza,RJ,5,cartao_credito,1,-22.25,-42.66
Pandeiro,instrumentos musicais,54.87,0,17/03/2021,Thiago Silva,SP,4,cartao_credito,2,-22.19,-48.79
Kit banquetas,moveis,344.91,24.91104505,24/10/2022,Pedro Gomes,SC,5,cartao_credito,2,-27.45,-50.95
Tablet ABXY,eletronicos,1733.95,89.91206014,01/08/2020,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
Corda de pular,esporte e lazer,10.93,1.113094143,23/07/2020,Beatriz Moraes,MG,5,cartao_credito,10,-18.1,-44.38
Impressora,eletronicos,338.71,15.61972759,03/01/2022,Lucas Oliveira,SP,2,cartao_credito,3,-22.19,-48.79
Pandeiro,instrumentos musicais,99.49,5.580669103,10/11/2021,Rafael Costa,PR,4,cartao_credito,12,-24.89,-51.55
Fone de ouvido,eletronicos,84.6,2.089134555,08/01/2023,Bianca Santos,SP,5,cartao_debito,1,-22.19,-48.79
Blocos de montar,brinquedos,57.22,0,23/02/2020,Lucas Oliveira,GO,5,boleto,1,-15.98,-49.86
Bicicleta,esporte e lazer,688.92,44.23849774,05/07/2022,Juliana Costa,RJ,1,cartao_credito,10,-22.25,-42.66
Mesa de centro,moveis,244.8,13.72187569,20/07/2020,JoÃ£o Souza,PR,5,cartao_credito,1,-24.89,-51.55
Jogo de copos,utilidades domesticas,51.65,0,24/10/2022,Juliana Costa,RJ,5,boleto,1,-22.25,-42.66
Dinossauro Rex,brinquedos,20.72,0,07/02/2020,Camila Ribeiro,SP,5,cartao_credito,8,-22.19,-48.79
Tablet ABXY,eletronicos,1205.02,61.74812888,10/08/2022,Beatriz Moraes,PE,5,boleto,1,-8.38,-37.86
Micro-ondas,eletrodomesticos,842.33,45.13466434,23/11/2022,Felipe Santos,SP,1,cartao_credito,2,-22.19,-48.79
Carrinho controle remoto,brinquedos,100.93,5.905323387,03/03/2020,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
Headset,eletronicos,313.06,27.17560567,24/12/2021,Felipe Santos,DF,5,cartao_credito,1,-15.83,-47.86
Jogo de panelas,utilidades domesticas,110.76,6.428741314,13/04/2021,Juliana Costa,SC,5,boleto,1,-27.45,-50.95
Secadora de roupas,eletrodomesticos,1125.59,57.51872034,21/02/2020,Isabella Pereira,BA,4,cartao_credito,2,-13.29,-41.71
Carrinho controle remoto,brinquedos,106.76,8.848465146,25/03/2021,JoÃ£o Souza,RJ,5,cartao_credito,2,-22.25,-42.66
CÃ´moda,moveis,390.46,18.37525941,18/12/2021,Bianca Santos,DF,4,boleto,1,-15.83,-47.86
Cama king,moveis,942.89,47.79049497,10/12/2021,Larissa Alves,RS,5,cartao_credito,7,-30.17,-53.5
Iniciando em programaÃ§Ã£o,livros,78.44,4.45981993,08/10/2020,JoÃ£o Souza,MT,4,cartao_credito,3,-12.64,-55.42
Cama king,moveis,897.42,48.06804111,01/06/2021,Pedro Gomes,PB,3,cartao_credito,3,-7.28,-36.72
Smartwatch,eletronicos,261.47,11.50692996,13/04/2020,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
ViolÃ£o,instrumentos musicais,333.15,18.67908308,18/12/2020,Juliana Costa,ES,4,cartao_credito,4,-19.19,-40.34
Cama box,moveis,935.23,50.68659913,03/09/2022,Juliana Costa,BA,1,cupom,1,-13.29,-41.71
Celular Plus X42,eletronicos,2714,145.4007504,26/07/2021,Mariana Ferreira,SP,1,cartao_credito,1,-22.19,-48.79
SofÃ¡ retrÃ¡til,moveis,866.58,43.72721704,27/01/2023,Felipe Santos,RJ,4,cartao_credito,1,-22.25,-42.66
Geladeira,eletrodomesticos,1979.86,105.7103656,19/03/2020,Lucas Oliveira,BA,5,cartao_credito,1,-13.29,-41.71
Smartwatch,eletronicos,288.63,18.53249551,10/01/2020,Bianca Santos,SP,1,cartao_credito,6,-22.19,-48.79
SofÃ¡ retrÃ¡til,moveis,902.46,45.6377191,26/03/2023,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,1774.71,95.02907298,03/08/2020,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
Pandeiro,instrumentos musicais,85.09,5.41920169,01/11/2021,Beatriz Moraes,SP,5,cartao_credito,5,-22.19,-48.79
Dinossauro Rex,brinquedos,28.41,0,10/08/2022,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
CÃ´moda,moveis,358.97,20.76686693,30/03/2023,Pedro Gomes,RS,4,cartao_credito,1,-30.17,-53.5
Kit banquetas,moveis,447.98,24.38469182,22/01/2021,Pedro Gomes,MA,4,cartao_credito,1,-5.42,-45.44
Iniciando em programaÃ§Ã£o,livros,76.52,4.357585706,08/07/2022,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
Smart TV,eletronicos,1989.26,103.5065496,16/02/2022,Bianca Santos,PR,5,boleto,1,-24.89,-51.55
Guitarra,instrumentos musicais,875.79,44.21762184,31/01/2021,Camila Ribeiro,SP,1,cartao_credito,1,-22.19,-48.79
Corda de pular,esporte e lazer,30.12,0,12/08/2021,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
TV Led UHD 4K,eletronicos,2475.05,132.6773817,17/05/2021,Isabella Pereira,RJ,5,cartao_credito,2,-22.25,-42.66
Iniciando em programaÃ§Ã£o,livros,56.87,0,15/02/2022,JoÃ£o Souza,CE,5,cartao_credito,2,-5.2,-39.53
Xadrez de madeira,brinquedos,27.84,2.370811421,09/09/2022,Bianca Santos,SP,1,cartao_credito,1,-22.19,-48.79
Bicicleta,esporte e lazer,933.29,50.22114978,24/10/2022,Isabella Pereira,BA,4,boleto,1,-13.29,-41.71
Mesa de centro,moveis,271.63,12.04791939,12/08/2020,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
CiÃªncia de dados com python,livros,55.49,0,02/08/2021,Beatriz Moraes,PA,5,cartao_credito,2,-3.79,-52.48
Cama king,moveis,966.05,49.0236953,16/03/2020,Thiago Silva,SP,3,boleto,1,-22.19,-48.79
Micro-ondas,eletrodomesticos,1034.13,55.59541594,01/05/2021,Mariana Ferreira,SP,4,cartao_credito,4,-22.19,-48.79
Iniciando em programaÃ§Ã£o,livros,41.91,3.17142925,09/02/2021,JoÃ£o Souza,MG,5,cartao_credito,3,-18.1,-44.38
Fone de ouvido,eletronicos,179.82,7.159313095,30/10/2022,Bianca Santos,SP,5,cartao_credito,4,-22.19,-48.79
Cama king,moveis,1134.59,61.10051635,12/08/2021,Larissa Alves,PR,3,cartao_credito,1,-24.89,-51.55
Xadrez de madeira,brinquedos,46.33,0,03/10/2022,Juliana Costa,DF,3,cartao_credito,5,-15.83,-47.86
Tablet ABXY,eletronicos,1462,78.3733667,10/10/2021,Beatriz Moraes,GO,5,cartao_credito,2,-15.98,-49.86
Tablet ABXY,eletronicos,2465.91,128.8867281,08/11/2022,Mariana Ferreira,DF,1,cartao_credito,6,-15.83,-47.86
Poltrona,moveis,369.94,20.58660725,15/12/2022,JoÃ£o Souza,MG,5,cartao_credito,1,-18.1,-44.38
SofÃ¡ retrÃ¡til,moveis,906.43,48.5477965,28/01/2020,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
Jogo de tabuleiro,brinquedos,283.05,18.23537729,19/01/2020,Juliana Costa,RJ,5,cartao_credito,1,-22.25,-42.66
Bicicleta,esporte e lazer,336.36,18.19893491,18/08/2021,JoÃ£o Souza,PR,5,cartao_credito,10,-24.89,-51.55
Bola de vÃ´lei,esporte e lazer,74.07,4.23278148,24/05/2021,Camila Ribeiro,RJ,5,cartao_credito,4,-22.25,-42.66
CÃ´moda,moveis,339.44,18.76117098,24/12/2021,Juliana Costa,SP,5,cupom,1,-22.19,-48.79
Mesa de centro,moveis,258.19,11.33227983,22/12/2020,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
ViolÃ£o,instrumentos musicais,449.92,24.64389861,12/02/2022,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
Blocos de montar,brinquedos,36.83,2.492191226,04/02/2023,Juliana Costa,RJ,4,cartao_credito,2,-22.25,-42.66
Jogo de tabuleiro,brinquedos,315.14,17.31136146,12/02/2021,Mariana Ferreira,BA,4,cartao_credito,8,-13.29,-41.71
Smart TV,eletronicos,2186.74,116.7261032,05/05/2020,Bianca Santos,SP,3,cartao_credito,1,-22.19,-48.79
Guitarra,instrumentos musicais,934.21,47.32831109,09/05/2020,Bianca Santos,BA,4,cartao_credito,1,-13.29,-41.71
FogÃ£o,eletrodomesticos,961.13,48.7617201,29/10/2022,Camila Ribeiro,SP,3,cartao_credito,7,-22.19,-48.79
Bicicleta,esporte e lazer,402.66,21.72355954,19/04/2020,Larissa Alves,MG,5,cartao_credito,5,-18.1,-44.38
Panela de pressÃ£o,utilidades domesticas,104.72,6.515872792,14/08/2022,Thiago Silva,RJ,5,boleto,1,-22.25,-42.66
Dinossauro Rex,brinquedos,19.59,0,01/07/2021,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,241.62,20.66754773,12/02/2022,Beatriz Moraes,RJ,5,boleto,1,-22.25,-42.66
Kit banquetas,moveis,334.57,15.39928504,05/07/2022,Thiago Silva,RJ,1,cartao_credito,10,-22.25,-42.66
Geladeira,eletrodomesticos,3390.15,178.0997276,21/03/2022,Rafael Costa,RJ,5,cartao_credito,4,-22.25,-42.66
Lava louÃ§as,eletrodomesticos,1366.58,73.2973783,13/01/2020,Isabella Pereira,RS,1,cartao_credito,7,-30.17,-53.5
Smart TV,eletronicos,1929.7,100.3351587,24/12/2021,Juliana Costa,RS,4,cartao_credito,7,-30.17,-53.5
FogÃ£o,eletrodomesticos,536.7,26.16209946,12/05/2022,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
Tablet ABXY,eletronicos,1498.27,77.36280917,17/03/2020,Juliana Costa,RJ,3,cartao_credito,4,-22.25,-42.66
Guarda roupas,moveis,617.9,30.48575517,22/06/2020,Juliana Costa,PR,5,cartao_credito,7,-24.89,-51.55
Modelagem preditiva,livros,74.49,4.255145216,23/12/2021,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
Corda de pular,esporte e lazer,12.77,1.211068608,09/06/2020,Isabella Pereira,PR,5,cartao_credito,4,-24.89,-51.55
Cubo mÃ¡gico 8x8,brinquedos,13.9,0,13/03/2021,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Headset,eletronicos,329.74,17.84078892,15/10/2022,Rafael Costa,SP,3,boleto,1,-22.19,-48.79
Mesa de jantar,moveis,397.86,21.87186023,26/03/2020,Lucas Oliveira,SP,5,cupom,1,-22.19,-48.79
Fone de ouvido,eletronicos,99.41,5.582060247,01/12/2021,Bianca Santos,RJ,5,cartao_credito,1,-22.25,-42.66
Dinossauro Rex,brinquedos,26.47,2.297863043,12/10/2021,Bianca Santos,PE,1,cartao_credito,3,-8.38,-37.86
